actor_imdb_id,actor_name,production_imdb_id,production_title,character
nm0001519,Ian McDiarmid,tt0121765,Star Wars: Episode II - Attack of the Clones,Supreme Chancellor Palpatine
nm0000568,Frank Oz,tt0121765,Star Wars: Episode II - Attack of the Clones,Yoda (voice)
nm0000191,Ewan McGregor,tt0121766,Star Wars: Episode III - Revenge of the Sith,Obi-Wan Kenobi
nm0000568,Frank Oz,tt0121766,Star Wars: Episode III - Revenge of the Sith,Yoda (voice)
nm0000204,Natalie Portman,tt0121766,Star Wars: Episode III - Revenge of the Sith,Padme
nm0159789,Hayden Christensen,tt0121766,Star Wars: Episode III - Revenge of the Sith,Anakin Skywalker
nm0001519,Ian McDiarmid,tt0121766,Star Wars: Episode III - Revenge of the Sith,Palpatine
nm0000168,Samuel L. Jackson,tt0121766,Star Wars: Episode III - Revenge of the Sith,Mace Windu
nm0000148,Harrison Ford,tt2488496,Star Wars: The Force Awakens,Han Solo
nm0000434,Mark Hamill,tt2488496,Star Wars: The Force Awakens,Luke Skywalker
nm0000402,Carrie Fisher,tt2488496,Star Wars: The Force Awakens,Leia Organa
nm3485845,Adam Driver,tt2488496,Star Wars: The Force Awakens,Kylo Ren
nm5397459,Daisy Ridley,tt2488496,Star Wars: The Force Awakens,Rey
nm0000434,Mark Hamill,tt2527336,Star Wars: The Last Jedi,Luke Skywalker
nm0000402,Carrie Fisher,tt2527336,Star Wars: The Last Jedi,Leia Organa
nm3485845,Adam Driver,tt2527336,Star Wars: The Last Jedi,Kylo Ren
nm5397459,Daisy Ridley,tt2527336,Star Wars: The Last Jedi,Rey
nm3915784,John Boyega,tt2527336,Star Wars: The Last Jedi,Finn
nm0000568,Frank Oz,tt2527336,Star Wars: The Last Jedi,Yoda (voice)
nm0000402,Carrie Fisher,tt2527338,Star Wars: The Rise of Skywalker,Leia Organa
nm0000434,Mark Hamill,tt2527338,Star Wars: The Rise of Skywalker,Luke Skywalker
nm3485845,Adam Driver,tt2527338,Star Wars: The Rise of Skywalker,Kylo Ren
nm5397459,Daisy Ridley,tt2527338,Star Wars: The Rise of Skywalker,Rey
nm3915784,John Boyega,tt2527338,Star Wars: The Rise of Skywalker,Finn
nm0428065,Felicity Jones,tt3748528,Rogue One: A Star Wars Story,Jyn Erso
nm0526019,Diego Luna,tt3748528,Rogue One: A Star Wars Story,Cassian Andor
nm0876138,Alan Tudyk,tt3748528,Rogue One: A Star Wars Story,K-2SO
nm0947447,Donnie Yen,tt3748528,Rogue One: A Star Wars Story,Chirrut Îmwe
nm2403277,Alden Ehrenreich,tt3778644,Solo: A Star Wars Story,Han Solo
nm0000437,Woody Harrelson,tt3778644,Solo: A Star Wars Story,Tobias Beckett
nm3592338,Emilia Clarke,tt3778644,Solo: A Star Wars Story,Qi'ra
nm2255973,Donald Glover,tt3778644,Solo: A Star Wars Story,Lando Calrissian
nm0000206,Keanu Reeves,tt0133093,The Matrix,Neo
nm0000401,Laurence Fishburne,tt0133093,The Matrix,Morpheus
nm0005251,Carrie-Anne Moss,tt0133093,The Matrix,Trinity
nm0915989,Hugo Weaving,tt0133093,The Matrix,Agent Smith
nm0001592,Joe Pantoliano,tt0133093,The Matrix,Cypher
nm0000206,Keanu Reeves,tt0234215,The Matrix Reloaded,Neo
nm0000401,Laurence Fishburne,tt0234215,The Matrix Reloaded,Morpheus
nm0005251,Carrie-Anne Moss,tt0234215,The Matrix Reloaded,Trinity
nm0915989,Hugo Weaving,tt0234215,The Matrix Reloaded,Agent Smith
nm0000586,Jada Pinkett Smith,tt0234215,The Matrix Reloaded,Niobe
nm0000206,Keanu Reeves,tt0242653,The Matrix Revolutions,Neo
nm0000401,Laurence Fishburne,tt0242653,The Matrix Revolutions,Morpheus
nm0005251,Carrie-Anne Moss,tt0242653,The Matrix Revolutions,Trinity
nm0915989,Hugo Weaving,tt0242653,The Matrix Revolutions,Agent Smith
nm0000586,Jada Pinkett Smith,tt0242653,The Matrix Revolutions,Niobe
nm0000206,Keanu Reeves,tt10838180,The Matrix Resurrections,Neo
nm0005251,Carrie-Anne Moss,tt10838180,The Matrix Resurrections,Trinity
nm5584344,Yahya Abdul-Mateen II,tt10838180,The Matrix Resurrections,Morpheus
nm3725055,Jessica Henwick,tt10838180,The Matrix Resurrections,Bugs
nm0000148,Harrison Ford,tt0082971,Raiders of the Lost Ark,Indiana Jones
nm0000261,Karen Allen,tt0082971,Raiders of the Lost Ark,Marion Ravenwood
nm0293550,Paul Freeman,tt0082971,Raiders of the Lost Ark,Dr. Rene Belloq
nm0722636,John Rhys-Davies,tt0082971,Raiders of the Lost Ark,Sallah
nm0000148,Harrison Ford,tt0087469,Indiana Jones and the Temple of Doom,Indiana Jones
nm0001009,Kate Capshaw,tt0087469,Indiana Jones and the Temple of Doom,Willie Scott
nm0702841,Ke Huy Quan,tt0087469,Indiana Jones and the Temple of Doom,Short Round
nm0000148,Harrison Ford,tt0097576,Indiana Jones and the Last Crusade,Indiana Jones
nm0000125,Sean Connery,tt0097576,Indiana Jones and the Last Crusade,Professor Henry Jones
nm0001186,Denholm Elliott,tt0097576,Indiana Jones and the Last Crusade,Marcus Brody
nm0233145,Alison Doody,tt0097576,Indiana Jones and the Last Crusade,Dr. Elsa Schneider
nm0000148,Harrison Ford,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones
nm0000949,Cate Blanchett,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,Irina Spalko
nm0000261,Karen Allen,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,Marion Ravenwood
nm0000148,Harrison Ford,tt1462764,Indiana Jones and the Dial of Destiny,Indiana Jones
nm3564817,Phoebe Waller-Bridge,tt1462764,Indiana Jones and the Dial of Destiny,Helena
nm0586568,Mads Mikkelsen,tt1462764,Indiana Jones and the Dial of Destiny,Dr. Voller
nm0000216,Arnold Schwarzenegger,tt0088247,The Terminator,T-800
nm0000299,Michael Biehn,tt0088247,The Terminator,Kyle Reese
nm0000157,Linda Hamilton,tt0088247,The Terminator,Sarah Connor
nm0934902,Paul Winfield,tt0088247,The Terminator,Lt. Ed Traxler
nm0000216,Arnold Schwarzenegger,tt0103064,Terminator 2: Judgment Day,T-800
nm0000157,Linda Hamilton,tt0103064,Terminator 2: Judgment Day,Sarah Connor
nm0000411,Edward Furlong,tt0103064,Terminator 2: Judgment Day,John Connor
nm0001598,Robert Patrick,tt0103064,Terminator 2: Judgment Day,T-1000
nm0000216,Arnold Schwarzenegger,tt0181852,Terminator 3: Rise of the Machines,Terminator
nm0001763,Nick Stahl,tt0181852,Terminator 3: Rise of the Machines,John Connor
nm0000132,Claire Danes,tt0181852,Terminator 3: Rise of the Machines,Kate Brewster
nm0518085,Kristanna Loken,tt0181852,Terminator 3: Rise of the Machines,T-X
nm0000288,Christian Bale,tt0438488,Terminator Salvation,John Connor
nm0941777,Sam Worthington,tt0438488,Terminator Salvation,Marcus Wright
nm1291227,Moon Bloodgood,tt0438488,Terminator Salvation,Blair Williams
nm0000216,Arnold Schwarzenegger,tt1340138,Terminator Genisys,Guardian
nm0164809,Jason Clarke,tt1340138,Terminator Genisys,John Connor
nm3592338,Emilia Clarke,tt1340138,Terminator Genisys,Sarah Connor
nm0000157,Linda Hamilton,tt6450804,Terminator: Dark Fate,Sarah Connor
nm0000216,Arnold Schwarzenegger,tt6450804,Terminator: Dark Fate,T-800
nm4496875,Mackenzie Davis,tt6450804,Terminator: Dark Fate,Grace
nm0721376,Natalia Reyes,tt6450804,Terminator: Dark Fate,Dani Ramos
nm0000004,John Belushi,tt0080455,The Blues Brothers,Jake Blues
nm0000101,Dan Aykroyd,tt0080455,The Blues Brothers,Elwood Blues
nm0000402,Carrie Fisher,tt0080455,The Blues Brothers,Mystery Woman
nm0001006,John Candy,tt0080455,The Blues Brothers,Burton Mercer
nm0000195,Bill Murray,tt0087332,Ghostbusters,Dr. Peter Venkman
nm0000101,Dan Aykroyd,tt0087332,Ghostbusters,Dr. Raymond Stantz
nm0000244,Sigourney Weaver,tt0087332,Ghostbusters,Dana Barrett
nm0000601,Harold Ramis,tt0087332,Ghostbusters,Dr. Egon Spengler
nm0001548,Rick Moranis,tt0087332,Ghostbusters,Louis Tully
nm0001368,Ernie Hudson,tt0087332,Ghostbusters,Winston Zeddemore
nm0000195,Bill Murray,tt0097428,Ghostbusters II,Dr. Peter Venkman
nm0000101,Dan Aykroyd,tt0097428,Ghostbusters II,Dr. Raymond Stantz
nm0000244,Sigourney Weaver,tt0097428,Ghostbusters II,Dana Barrett
nm0000601,Harold Ramis,tt0097428,Ghostbusters II,Dr. Egon Spengler
nm0001548,Rick Moranis,tt0097428,Ghostbusters II,Louis Tully
nm0001368,Ernie Hudson,tt0097428,Ghostbusters II,Winston Zeddemore
nm0000469,James Earl Jones,tt0076759,Star Wars: Episode IV - A New Hope,Darth Vader (voice)
nm0000469,James Earl Jones,tt0080684,Star Wars: Episode V - The Empire Strikes Back,Darth Vader (voice)
nm0000469,James Earl Jones,tt0086190,Star Wars: Episode VI - Return of the Jedi,Darth Vader (voice)
nm0000469,James Earl Jones,tt0121766,Star Wars: Episode III - Revenge of the Sith,Darth Vader (voice)
nm0000469,James Earl Jones,tt3748528,Rogue One: A Star Wars Story,Darth Vader (voice)
nm0000469,James Earl Jones,tt15662564,Star Wars: The Rise of Skywalker,Darth Vader (voice)
nm1517976,Chris Pine,tt0796366,Star Trek,James T. Kirk
nm0704270,Zachary Quinto,tt0796366,Star Trek,Spock
nm0757855,Zoe Saldana,tt0796366,Star Trek,Nyota Uhura
nm0881631,Karl Urban,tt0796366,Star Trek,Leonard 'Bones' McCoy
nm0670408,Simon Pegg,tt0796366,Star Trek,Montgomery 'Scotty' Scott
nm0158626,John Cho,tt0796366,Star Trek,Hikaru Sulu
nm0947338,Anton Yelchin,tt0796366,Star Trek,Pavel Chekov
nm0051509,Eric Bana,tt0796366,Star Trek,Nero
nm0339304,Bruce Greenwood,tt0796366,Star Trek,Christopher Pike
nm0000559,Leonard Nimoy,tt0796366,Star Trek,Spock Prime
nm0000213,Winona Ryder,tt0796366,Star Trek,Amanda Grayson
nm1517976,Chris Pine,tt1408101,Star Trek Into Darkness,James T. Kirk
nm0704270,Zachary Quinto,tt1408101,Star Trek Into Darkness,Spock
nm0757855,Zoe Saldana,tt1408101,Star Trek Into Darkness,Nyota Uhura
nm0881631,Karl Urban,tt1408101,Star Trek Into Darkness,Leonard 'Bones' McCoy
nm0670408,Simon Pegg,tt1408101,Star Trek Into Darkness,Montgomery 'Scotty' Scott
nm0158626,John Cho,tt1408101,Star Trek Into Darkness,Hikaru Sulu
nm0947338,Anton Yelchin,tt1408101,Star Trek Into Darkness,Pavel Chekov
nm1212722,Benedict Cumberbatch,tt1408101,Star Trek Into Darkness,Khan
nm1404408,Alice Eve,tt1408101,Star Trek Into Darkness,Carol Marcus
nm0000693,Peter Weller,tt1408101,Star Trek Into Darkness,Admiral Alexander Marcus
nm1517976,Chris Pine,tt2660888,Star Trek Beyond,James T. Kirk
nm0704270,Zachary Quinto,tt2660888,Star Trek Beyond,Spock
nm0757855,Zoe Saldana,tt2660888,Star Trek Beyond,Nyota Uhura
nm0881631,Karl Urban,tt2660888,Star Trek Beyond,Leonard 'Bones' McCoy
nm0670408,Simon Pegg,tt2660888,Star Trek Beyond,Montgomery 'Scotty' Scott
nm0158626,John Cho,tt2660888,Star Trek Beyond,Hikaru Sulu
nm0947338,Anton Yelchin,tt2660888,Star Trek Beyond,Pavel Chekov
nm0252961,Idris Elba,tt2660888,Star Trek Beyond,Krall
nm1154749,Sofia Boutella,tt2660888,Star Trek Beyond,Jaylah
nm0013037,Shohreh Aghdashloo,tt2660888,Star Trek Beyond,Commodore Paris
nm0000554,Sam Neill,tt0107290,Jurassic Park,Dr. Alan Grant
nm0000368,Laura Dern,tt0107290,Jurassic Park,Dr. Ellie Sattler
nm0000156,Jeff Goldblum,tt0107290,Jurassic Park,Dr. Ian Malcolm
nm0000277,Richard Attenborough,tt0107290,Jurassic Park,John Hammond
nm0000168,Samuel L. Jackson,tt0107290,Jurassic Park,Ray Arnold
nm0000703,BD Wong,tt0107290,Jurassic Park,Dr. Henry Wu
nm0001515,Joseph Mazzello,tt0107290,Jurassic Park,Tim Murphy
nm0000611,Ariana Richards,tt0107290,Jurassic Park,Lex Murphy
nm0669629,Bob Peck,tt0107290,Jurassic Park,Robert Muldoon
nm0274684,Martin Ferrero,tt0107290,Jurassic Park,Donald Gennaro
nm0001431,Wayne Knight,tt0107290,Jurassic Park,Dennis Nedry
nm0000156,Jeff Goldblum,tt0119567,The Lost World: Jurassic Park,Dr. Ian Malcolm
nm0000194,Julianne Moore,tt0119567,The Lost World: Jurassic Park,Dr. Sarah Harding
nm0000592,Pete Postlethwaite,tt0119567,The Lost World: Jurassic Park,Roland Tembo
nm0397124,Arliss Howard,tt0119567,The Lost World: Jurassic Park,Peter Ludlow
nm0771493,Richard Schiff,tt0119567,The Lost World: Jurassic Park,Eddie Carr
nm0156345,Vanessa Lee Chester,tt0119567,The Lost World: Jurassic Park,Kelly Curtis
nm0000554,Sam Neill,tt0163025,Jurassic Park III,Dr. Alan Grant
nm0000513,William H. Macy,tt0163025,Jurassic Park III,Paul 'Pauly' Kirby
nm0000495,Tea Leoni,tt0163025,Jurassic Park III,Amanda Kirby
nm0605080,Trevor Morgan,tt0163025,Jurassic Park III,Eric Kirby
nm0005273,Alessandro Nivola,tt0163025,Jurassic Park III,Billy Brennan
nm0005052,Michael Jeter,tt0163025,Jurassic Park III,Udesky
nm0171868,Mark Collie,tt0163025,Jurassic Park III,Mark
nm0695435,Chris Pratt,tt0369610,Jurassic World,Owen Grady
nm0397171,Bryce Dallas Howard,tt0369610,Jurassic World,Claire Dearing
nm0451234,Irrfan Khan,tt0369610,Jurassic World,Simon Masrani
nm0000352,Vincent D'Onofrio,tt0369610,Jurassic World,Vic Hoskins
nm3538718,Nick Robinson,tt0369610,Jurassic World,Zach
nm1339223,Ty Simpkins,tt0369610,Jurassic World,Gray
nm1082477,Omar Sy,tt0369610,Jurassic World,Barry
nm0000703,BD Wong,tt0369610,Jurassic World,Dr. Henry Wu
nm0695435,Chris Pratt,tt4881806,Jurassic World: Fallen Kingdom,Owen Grady
nm0397171,Bryce Dallas Howard,tt4881806,Jurassic World: Fallen Kingdom,Claire Dearing
