imdb_id,title,type,franchise,production_start,production_end,release_date,imdb_rating,box_office,poster
tt0120363,Toy Story 2,Film,Pixar,1998-07-01,1999-03-01,1999-11-24,7.9,"$245,852,179",https://m.media-amazon.com/images/M/MV5BNzVmODlhMDEtY2YxZi00OTVjLTlkNTktN2Q2OTRlM2I4M2FhXkEyXkFqcGc@._V1_SX1000.jpg
tt0088763,Back to the Future,Film,Back to the Future,1984-06-25,1985-04-26,1985-07-03,8.5,"$214,553,307",https://m.media-amazon.com/images/M/MV5BZmM3ZjE0NzctNjBiOC00MDZmLTgzMTUtNGVlOWFlOTNiZDJiXkEyXkFqcGc@._V1_SX1000.jpg
tt0096874,Back to the Future Part II,Film,Back to the Future,1989-02-20,1989-08-01,1989-11-22,7.8,"$119,361,197",https://m.media-amazon.com/images/M/MV5BMTNlOTRmOTEtMTAyMi00NjFiLTk3NDMtNWI0YzA3ZTZlYjZiXkEyXkFqcGc@._V1_SX1000.jpg
tt0099088,Back to the Future Part III,Film,Back to the Future,1989-08-28,1990-01-18,1990-05-25,7.5,"$88,277,583",https://m.media-amazon.com/images/M/MV5BNTNkNzJmY2MtOGNjYi00NDJmLWIyZTQtNmFmMGQ5M2VlOTI0XkEyXkFqcGc@._V1_SX1000.jpg
tt0133093,The Matrix,Film,The Matrix,1998-03-14,1998-09-01,1999-03-31,8.7,"$172,076,928",https://m.media-amazon.com/images/M/MV5BN2NmN2VhMTQtMDNiOS00NDlhLTliMjgtODE2ZTY0ODQyNDRhXkEyXkFqcGc@._V1_SX1000.jpg
tt0234215,The Matrix Reloaded,Film,The Matrix,2001-03-26,2002-08-21,2003-05-15,7.2,"$281,576,461",https://m.media-amazon.com/images/M/MV5BNjAxYjkxNjktYTU0YS00NjFhLWIyMDEtMzEzMTJjMzRkMzQ1XkEyXkFqcGc@._V1_SX1000.jpg
tt0242653,The Matrix Revolutions,Film,The Matrix,2002-02-17,2003-08-02,2003-11-05,6.7,"$139,313,948",https://m.media-amazon.com/images/M/MV5BMmNmMTEzODQtNmExMS00OGUxLWFkNTItMTM3NzBlNDk0YWU5XkEyXkFqcGc@._V1_SX1000.jpg
tt10838180,The Matrix Resurrections,Film,The Matrix,2020-03-04,2021-09-17,2021-12-22,5.6,"$37,686,805",https://m.media-amazon.com/images/M/MV5BMDMyNDIzYzMtZTMyMy00NjUyLWI3Y2MtYzYzOGE1NzQ1MTBiXkEyXkFqcGc@._V1_SX1000.jpg
tt0082971,Raiders of the Lost Ark,Film,Indiana Jones,1980-06-23,1980-10-01,1981-06-12,8.4,"$248,159,971",https://m.media-amazon.com/images/M/MV5BOGNhMjg2ZjgtYzk4Ni00MTViLTg1MmUtYzM2MDZiYjZlMmU3XkEyXkFqcGc@._V1_SX1000.jpg
tt0087469,Indiana Jones and the Temple of Doom,Film,Indiana Jones,1983-04-18,1983-08-26,1984-05-23,7.5,"$179,870,271",https://m.media-amazon.com/images/M/MV5BOGUwZjZiNWQtYzAzZi00NGI5LWE4YmUtN2Y4YWMwY2RlZDkyXkEyXkFqcGc@._V1_SX1000.jpg
tt0097576,Indiana Jones and the Last Crusade,Film,Indiana Jones,1988-05-16,1988-10-01,1989-05-24,8.2,"$197,171,806",https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@._V1_SX1000.jpg
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,Film,Indiana Jones,2007-06-18,2007-10-18,2008-05-22,6.2,"$317,101,119",https://m.media-amazon.com/images/M/MV5BYTFiMDk2NzItZDU5Ni00ZjBjLTkzYWQtYzcwZDIwMWZjMmZiXkEyXkFqcGc@._V1_SX1000.jpg
tt1462764,Indiana Jones and the Dial of Destiny,Film,Indiana Jones,2021-06-07,2022-02-27,2023-06-30,6.5,"$174,480,468",https://m.media-amazon.com/images/M/MV5BYWJlOWE2ZjEtZGRhOC00M2YzLWFkZGEtYzIzZWI2Zjg3NWYxXkEyXkFqcGc@._V1_SX1000.jpg
tt0088247,The Terminator,Film,Terminator,1984-03-01,1984-05-01,1984-10-26,8.1,"$38,371,200",https://m.media-amazon.com/images/M/MV5BZmE0YzIxM2QtMGNlMi00MjRmLWE3MWMtOWQzMGVjMmU0YTFmXkEyXkFqcGc@._V1_SX1000.jpg
tt0103064,Terminator 2: Judgment Day,Film,Terminator,1990-10-09,1991-04-04,1991-07-03,8.6,"$205,881,154",https://m.media-amazon.com/images/M/MV5BNGMyMGNkMDUtMjc2Ni00NWFlLTgyODEtZTY2MzBiZTg0OWZiXkEyXkFqcGc@._V1_SX1000.jpg
tt0181852,Terminator 3: Rise of the Machines,Film,Terminator,2002-04-15,2002-09-02,2003-07-02,6.3,"$150,371,112",https://m.media-amazon.com/images/M/MV5BMTk5NzM1ODgyN15BMl5BanBnXkFtZTcwMzA5MjAzMw@@._V1_SX1000.jpg
tt0438488,Terminator Salvation,Film,Terminator,2008-05-05,2008-08-20,2009-05-21,6.5,"$125,322,469",https://m.media-amazon.com/images/M/MV5BMWY1OWQ4ZWQtYzZkOS00ZTU0LWE3MDItOTg3YzdmODRkMDVjXkEyXkFqcGc@._V1_SX1000.jpg
tt1340138,Terminator Genisys,Film,Terminator,2014-04-21,2014-08-06,2015-07-01,6.3,"$89,760,956",https://m.media-amazon.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_SX1000.jpg
tt6450804,Terminator: Dark Fate,Film,Terminator,2018-03-27,2018-11-28,2019-11-01,6.2,"$62,253,077",https://m.media-amazon.com/images/M/MV5BOTU2OGFhYjktNDJhMC00NmU5LWE1OWItNzg5ODU1MzdmNTZkXkEyXkFqcGc@._V1_SX1000.jpg
tt0080455,The Blues Brothers,Film,Blues Brothers,1979-07-01,1979-10-01,1980-06-20,7.9,"$57,229,890",https://m.media-amazon.com/images/M/MV5BNzI2ZDAyNjYtNzgwOS00MTRlLWE3MjUtMTI3M2VmYzQ1ZWJmXkEyXkFqcGc@._V1_SX1000.jpg
tt0087332,Ghostbusters,Film,Ghostbusters,1983-10-28,1984-01-20,1984-06-08,7.8,"$243,640,120",https://m.media-amazon.com/images/M/MV5BMGI0Yjg2ODAtNDYzNi00Njc2LTlkMmMtMmRmYWI5MDE4ZGRkXkEyXkFqcGc@._V1_SX1000.jpg
tt0097428,Ghostbusters II,Film,Ghostbusters,1988-11-28,1989-03-20,1989-06-16,6.6,"$112,494,738",https://m.media-amazon.com/images/M/MV5BZThjODU5NTMtMWJiNC00NjNkLWJmM2YtM2EzNDg3NjMxYjU5XkEyXkFqcGc@._V1_SX1000.jpg
tt0141905,title,type,franchise,production_start,production_end,release_date,3.3,N/A,https://m.media-amazon.com/images/M/MV5BOGNmMDE4M2ItMDRiNy00ZTFlLTkzMDQtZDlkMmE1NTUzZGQ5XkEyXkFqcGdeQXVyNzE5NDY2NTg@._V1_SX1000.jpg
tt0107290,Jurassic Park,Film,Jurassic Park,1992-08-24,1992-11-30,1993-06-11,8.2,"$407,185,075",https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX1000.jpg
tt0369690,Jurassic Park: The Lost World,Film,Jurassic Park,1996-09-05,1996-12-11,1997-05-23,7.1,N/A,https://m.media-amazon.com/images/M/MV5BNDQ3YzM4NzUtY2U3NS00YTQ3LWIwYTYtOTI3MmRjOTcwZTk0XkEyXkFqcGc@._V1_SX1000.jpg
tt0163025,Jurassic Park III,Film,Jurassic Park,2000-08-30,2000-10-31,2001-07-18,6.0,"$181,171,875",https://m.media-amazon.com/images/M/MV5BN2FmMjhlZDYtNmYyMy00NTdjLTlhYzYtZWNlMDY2MmUzOGM2XkEyXkFqcGc@._V1_SX1000.jpg
tt0369610,Jurassic World,Film,Jurassic Park/World,2014-04-10,2014-08-05,2015-06-12,6.9,"$653,406,625",https://m.media-amazon.com/images/M/MV5BNzBhNzlkM2UtZTQyOC00NjUyLTkzMmMtNDQ1YTM5N2NmMGE5XkEyXkFqcGc@._V1_SX1000.jpg
tt4881806,Jurassic World: Fallen Kingdom,Film,Jurassic Park/World,2017-02-01,2017-07-31,2018-06-22,6.1,"$417,719,760",https://m.media-amazon.com/images/M/MV5BNzIxMjYwNDEwN15BMl5BanBnXkFtZTgwMzk5MDI3NTM@._V1_SX1000.jpg
tt8041270,Jurassic World: Dominion,Film,Jurassic Park/World,2020-02-24,2020-11-30,2022-06-10,5.6,"$376,851,080",https://m.media-amazon.com/images/M/MV5BZGExMWU2NWMtNzczYi00NjQ4LTk2YzctZGZkYmRmMDdhMjllXkEyXkFqcGc@._V1_SX1000.jpg
tt0117060,Mission: Impossible,Film,Mission Impossible,1995-03-01,1995-08-31,1996-05-22,7.2,"$180,981,856",https://m.media-amazon.com/images/M/MV5BOGZjNDlkMTYtMTJkZi00OTkzLWI4NDEtYTA2ODQyMjcwYTdlXkEyXkFqcGc@._V1_SX1000.jpg
tt18304238,Mission: Impossible 2,Film,Mission Impossible,1999-08-01,2000-02-29,2000-05-24,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTU0OGNlNTItZDU0ZS00YTcyLTliYWUtNDliNTExYmRkMmJiXkEyXkFqcGc@._V1_SX1000.jpg
tt0317919,Mission: Impossible III,Film,Mission Impossible,2005-07-01,2005-10-31,2006-05-05,6.9,"$134,029,801",https://m.media-amazon.com/images/M/MV5BNzY1MzdjMjYtNDJiZS00N2U4LWI0MWQtZTRiZWYxMzU3ZmI4XkEyXkFqcGc@._V1_SX1000.jpg
tt1229238,Mission: Impossible: Ghost Protocol,Film,Mission Impossible,2010-10-01,2011-03-19,2011-12-16,7.4,"$209,397,903",https://m.media-amazon.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1_SX1000.jpg
tt2381249,Mission: Impossible: Rogue Nation,Film,Mission Impossible,2014-08-01,2015-03-12,2015-07-31,7.4,"$195,042,377",https://m.media-amazon.com/images/M/MV5BZjUwZjg2ZjAtY2RhZi00YmZjLTlhNGQtOWQwNDk1MjhhM2NhXkEyXkFqcGc@._V1_SX1000.jpg
tt4912910,Mission: Impossible: Fallout,Film,Mission Impossible,2017-04-08,2018-03-01,2018-07-27,7.7,"$220,159,104",https://m.media-amazon.com/images/M/MV5BZmUwZTg2YmMtMmZjOS00ZDYwLWI2ZDgtZDcyY2ZmMWMwZDdlXkEyXkFqcGc@._V1_SX1000.jpg
tt9603212,Mission: Impossible: Dead Reckoning Part One,Film,Mission Impossible,2021-04-20,2021-09-30,2023-07-12,7.6,"$172,640,980",https://m.media-amazon.com/images/M/MV5BN2U4OTdmM2QtZTkxYy00ZmQyLTg2N2UtMDdmMGJmNDhlZDU1XkEyXkFqcGc@._V1_SX1000.jpg
tt0096895,Batman,Film,Batman,1988-10-10,1989-02-14,1989-06-23,7.5,"$251,409,241",https://m.media-amazon.com/images/M/MV5BYzZmZWViM2EtNzhlMi00NzBlLWE0MWEtZDFjMjk3YjIyNTBhXkEyXkFqcGc@._V1_SX1000.jpg
tt0103776,Batman Returns,Film,Batman,1991-09-03,1992-02-20,1992-06-19,7.1,"$162,924,631",https://m.media-amazon.com/images/M/MV5BZTliMDVkYTktZDdlMS00NTAwLWJhNzYtMWIwMDZjN2ViMGFiXkEyXkFqcGc@._V1_SX1000.jpg
tt0112462,Batman Forever,Film,Batman,1994-09-24,1995-03-05,1995-06-16,5.4,"$184,069,126",https://m.media-amazon.com/images/M/MV5BMTUyNjJhZWItMTZkNS00NDc4LTllNjUtYTg3NjczMzA5ZTViXkEyXkFqcGc@._V1_SX1000.jpg
tt0118688,Batman & Robin,Film,Batman,1996-09-12,1997-01-27,1997-06-20,3.8,"$107,353,792",https://m.media-amazon.com/images/M/MV5BYzU3ZjE3M2UtM2E4Ni00MDI5LTkyZGUtOTFkMGIyYjNjZGU3XkEyXkFqcGc@._V1_SX1000.jpg
tt0372784,Batman Begins,Film,Batman,2004-03-01,2004-11-30,2005-06-15,8.2,"$206,863,479",https://m.media-amazon.com/images/M/MV5BODIyMDdhNTgtNDlmOC00MjUxLWE2NDItODA5MTdkNzY3ZTdhXkEyXkFqcGc@._V1_SX1000.jpg
tt0468569,The Dark Knight,Film,Batman,2007-04-18,2007-11-30,2008-07-18,9.1,"$534,987,076",https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX1000.jpg
tt1345836,The Dark Knight Rises,Film,Batman,2011-05-28,2012-11-30,2012-07-20,8.4,"$448,149,584",https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX1000.jpg
tt2975590,Batman v Superman: Dawn of Justice,Film,Batman,2014-04-01,2015-03-01,2016-03-25,6.4,"$330,360,194",https://m.media-amazon.com/images/M/MV5BZTJkYjdmYjYtOGMyNC00ZGU1LThkY2ItYTc1OTVlMmE2YWY1XkEyXkFqcGc@._V1_SX1000.jpg
tt1877830,The Batman,Film,Batman,2020-01-14,2021-03-01,2022-03-04,7.8,"$369,345,583",https://m.media-amazon.com/images/M/MV5BMmU5NGJlMzAtMGNmOC00YjJjLTgyMzUtNjAyYmE4Njg5YWMyXkEyXkFqcGc@._V1_SX1000.jpg
tt0109040,Ace Ventura: Pet Detective,Film,Jim Carrey,1993-04-01,1993-06-30,1994-02-04,6.9,"$72,217,396",https://m.media-amazon.com/images/M/MV5BOWU1M2Q5MDgtOTkxZS00NjdmLWFlNWEtOGEyOTNlNGYyYTZlXkEyXkFqcGc@._V1_SX1000.jpg
tt0110475,The Mask,Film,Jim Carrey,1993-08-30,1993-10-31,1994-07-29,7.0,"$119,938,730",https://m.media-amazon.com/images/M/MV5BNGNmNjI0ZmMtMzI5MC00ZjUyLWFlZDEtYjUyMGZlN2E3N2E2XkEyXkFqcGc@._V1_SX1000.jpg
tt0109686,Dumb and Dumber,Film,Jim Carrey,1993-09-01,1994-11-30,1994-12-16,7.3,"$127,190,327",https://m.media-amazon.com/images/M/MV5BNGQxZDA1MmMtYWQ1Ni00NTJmLTljMjgtZWVmODllODVhMzgyXkEyXkFqcGc@._V1_SX1000.jpg
tt0119528,Liar Liar,Film,Jim Carrey,1996-04-01,1996-11-30,1997-03-21,6.9,"$181,410,615",https://m.media-amazon.com/images/M/MV5BMGQ4MTk5YjctNGE5NC00ODk4LWIzOWItNzNhODc0N2JmYzMzXkEyXkFqcGc@._V1_SX1000.jpg
tt0115798,The Cable Guy,Film,Jim Carrey,1995-09-01,1996-01-31,1996-06-14,6.1,"$60,240,295",https://m.media-amazon.com/images/M/MV5BZjZiODE3ZTUtYTA0Yi00YjVmLTlhYTEtMzc3MDU1YmZjMWYxXkEyXkFqcGc@._V1_SX1000.jpg
tt0120382,The Truman Show,Film,Jim Carrey,1996-12-09,1997-04-21,1998-06-05,8.2,"$125,618,201",https://m.media-amazon.com/images/M/MV5BNzA3ZjZlNzYtMTdjMy00NjMzLTk5ZGYtMTkyYzNiOGM1YmM3XkEyXkFqcGc@._V1_SX1000.jpg
tt0125664,Man on the Moon,Film,Jim Carrey,1998-09-01,1999-03-31,1999-12-22,7.4,"$34,607,430",https://m.media-amazon.com/images/M/MV5BYjQ1NmQ3MjItNGNiZC00OWFiLWFiYjktN2E5MzAzZDYwNjdhXkEyXkFqcGc@._V1_SX1000.jpg
tt0170016,How the Grinch Stole Christmas,Film,Jim Carrey,1999-09-01,1999-12-15,2000-11-17,6.4,"$261,901,880",https://m.media-amazon.com/images/M/MV5BNDAwMjFhYTEtNzYyMS00YmY2LTg3MGEtZTRkNWNiMDI4MDRkXkEyXkFqcGc@._V1_SX1000.jpg
tt0315327,Bruce Almighty,Film,Jim Carrey,2002-03-01,2003-04-30,2003-05-23,6.8,"$242,829,261",https://m.media-amazon.com/images/M/MV5BZWM2ZjA2OTctZmRhMy00ZDIzLTkwZGQtYTRlNmQwZWZmMDBlXkEyXkFqcGc@._V1_SX1000.jpg
tt0338013,Eternal Sunshine of the Spotless Mind,Film,Jim Carrey,2003-06-01,2003-09-15,2004-03-19,8.3,"$34,400,301",https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX1000.jpg
tt0055928,Dr. No,Film,James Bond,1962-01-16,1962-02-21,1962-10-05,7.2,"$16,067,035",https://m.media-amazon.com/images/M/MV5BM2Q0ODAxYTgtN2E3My00Yzc2LWI2NDUtOGU0YzgzYzM4OWMwXkEyXkFqcGc@._V1_SX1000.jpg
tt0057076,From Russia with Love,Film,James Bond,1963-04-01,1963-06-10,1963-10-10,7.3,"$24,796,765",https://m.media-amazon.com/images/M/MV5BMWY2MWY2ODAtMTY5Ny00MzA2LWFkMWYtODU2MjE0MmM4ZTQ4XkEyXkFqcGc@._V1_SX1000.jpg
tt0058150,Goldfinger,Film,James Bond,1964-03-19,1964-05-29,1964-09-17,7.7,"$51,081,062",https://m.media-amazon.com/images/M/MV5BMTQ2MzE0OTU3NV5BMl5BanBnXkFtZTcwNjQxNTgzNA@@._V1_SX1000.jpg
tt0059800,Thunderball,Film,James Bond,1965-02-16,1965-05-15,1965-12-09,6.9,"$63,595,658",https://m.media-amazon.com/images/M/MV5BZjJiYmRhZjUtZTg5Zi00YjYwLTlmZWYtODZhMzQzMWZlYTRhXkEyXkFqcGc@._V1_SX1000.jpg
tt0062512,You Only Live Twice,Film,James Bond,1966-07-04,1966-11-18,1967-06-13,6.8,"$43,084,787",https://m.media-amazon.com/images/M/MV5BMjhlMjg3NDctN2QzNC00N2ViLWJjYjYtMzcyZDdlMmI1MmU4XkEyXkFqcGc@._V1_SX1000.jpg
tt0064757,On Her Majesty's Secret Service,Film,James Bond,1968-10-21,1969-06-23,1969-12-18,6.7,"$22,774,493",https://m.media-amazon.com/images/M/MV5BYmMzOWNlNDMtM2NjMC00NTAxLWE4ODYtNzMyNmY0MzM0OWNhXkEyXkFqcGc@._V1_SX1000.jpg
tt0066995,Diamonds Are Forever,Film,James Bond,1971-04-05,1971-07-15,1971-12-17,6.5,"$43,819,547",https://m.media-amazon.com/images/M/MV5BMTEwMTdmOWQtNjA0NS00NTBmLTkxMjAtYWI0YjVlZTQ0NmMzXkEyXkFqcGc@._V1_SX1000.jpg
tt0070328,Live and Let Die,Film,James Bond,1972-06-14,1973-03-01,1973-06-27,6.7,"$35,377,836",https://m.media-amazon.com/images/M/MV5BOGQ0OThkZGQtMzM4Zi00ZDc2LWE4ZWQtZGYyNjEzYzAzMTYzXkEyXkFqcGc@._V1_SX1000.jpg
tt0071807,The Man with the Golden Gun,Film,James Bond,1973-11-06,1974-02-01,1974-12-19,6.7,"$20,972,000",https://m.media-amazon.com/images/M/MV5BNzEzMzFiZDgtMWQ4YS00YmU1LWI5OTUtZjcwZmYyY2FlMTFhXkEyXkFqcGc@._V1_SX1000.jpg
tt0076752,The Spy Who Loved Me,Film,James Bond,1976-08-09,1977-03-01,1977-07-07,7.0,"$46,838,673",https://m.media-amazon.com/images/M/MV5BOGQzNTIyYjAtNjAyNy00OTZhLTg4YmMtNzAyNjdiOTlhZDVlXkEyXkFqcGc@._V1_SX1000.jpg
tt0079574,Moonraker,Film,James Bond,1978-06-01,1979-02-01,1979-06-29,6.3,"$70,308,099",https://m.media-amazon.com/images/M/MV5BZDM0YTZkNDQtYTU1ZC00MzUyLTlkMTYtYmM2ZjVlM2EyMjBhXkEyXkFqcGc@._V1_SX1000.jpg
tt0082398,For Your Eyes Only,Film,James Bond,1980-08-01,1981-03-01,1981-06-24,6.7,"$54,812,802",https://m.media-amazon.com/images/M/MV5BMjFiYTczNzktZmNiYi00ZGVmLTk4YjUtYzZmYTAwYjU4YTgxXkEyXkFqcGc@._V1_SX1000.jpg
tt0086034,Octopussy,Film,James Bond,1982-08-10,1983-04-01,1983-06-10,6.5,"$67,893,619",https://m.media-amazon.com/images/M/MV5BOWZkNWVhMDItOTQwYy00ZDgwLTg3MGItMTcyOTk3OWZkMWIwXkEyXkFqcGc@._V1_SX1000.jpg
